From_ID,To_ID,Time,Fare
KG13,KG12,7,1.8
KG14,KG12,9,2.1
KG15,KG12,12,2.8
KG16,KG12,15,2.8
KG17,KG12,18,2.9
KG18A,KG12,25,3.1
KG20,KG12,28,3.4
KG21,KG12,31,3.1
KG22,KG12,34,3.3
KG23,KG12,36,3.6
KG24,KG12,37,3.7
KG25,KG12,39,3.4
KG26,KG12,41,3.6
KG27,KG12,43,3.8
KG28,KG12,46,3.2
KG29,KG12,49,3.4
KG30,KG12,50,3.5
KG31,KG12,54,3.6
KG33,KG12,56,3.9
KG34,KG12,58,4.0
KG35,KG12,61,4.1
KJ1,KG12A,42,5.3
KJ2,KG12A,39,5.0
KJ3,KG12A,35,5.1
KJ4,KG12A,33,4.9
KJ5,KG12A,27,4.8
KJ6,KG12A,25,4.6
KJ7,KG12A,24,4.4
KJ8,KG12A,23,4.3
KJ9,KG12A,21,4.0
KJ10,KG12A,20,3.8
KJ11,KG12A,18,3.7
KJ12,KG12A,16,3.4
KJ13,KG12A,14,3.1
KJ14,KG12A,13,2.7
KJ15,KG12A,16,3.2
KJ16,KG12A,18,3.5
KJ17,KG12A,21,3.8
KJ18,KG12A,22,3.9
KJ19,KG12A,24,4.0
KJ20,KG12A,28,4.6
KJ21,KG12A,30,4.7
KJ22,KG12A,33,4.7
KJ23,KG12A,36,4.9
KJ24,KG12A,38,5.1
KJ25,KG12A,41,5.0
KJ26,KG12A,43,5.1
KJ27,KG12A,46,5.3
KJ28,KG12A,47,5.5
KJ29,KG12A,51,5.2
KJ30,KG12A,53,5.3
KJ31,KG12A,56,5.5
KJ32,KG12A,57,5.6
KJ33,KG12A,60,5.1
KJ34,KG12A,62,5.2
KJ35,KG12A,65,5.3
KJ36,KG12A,68,5.5
KJ37,KG12A,72,5.6
KG4,KG12A,31,3.5
KG5,KG12A,24,3.3
KG5A,KG12A,19,3.2
KG6,KG12A,17,3.0
KG7,KG12A,13,2.8
KG8,KG12A,11,2.4
KG9,KG12A,9,2.0
KG10,KG12A,7,1.7
KG12,KG12A,4,1.2
KG12A,KG12A,0,0.0
KG13,KG12A,4,1.6
KG14,KG12A,7,1.8
KG15,KG12A,9,2.5
KG16,KG12A,12,2.7
KG17,KG12A,15,2.6
KG18A,KG12A,18,2.8
KG20,KG12A,25,3.1
KG21,KG12A,28,3.3
KG22,KG12A,31,3.1
KG23,KG12A,34,3.3
KG24,KG12A,36,3.5
KG25,KG12A,37,3.7
KG26,KG12A,39,3.4
KG27,KG12A,41,3.6
KG28,KG12A,43,3.8
KG29,KG12A,46,3.2
KG30,KG12A,49,3.3
KG31,KG12A,50,3.5
KG33,KG12A,54,3.8
KG34,KG12A,56,3.9
KG35,KG12A,58,4.0
KJ1,KG13,38,4.6
KJ2,KG13,35,4.2
KJ3,KG13,31,4.2
KJ4,KG13,29,4.0
KJ5,KG13,23,3.9
KJ6,KG13,21,3.7
KJ7,KG13,20,3.6
KJ8,KG13,19,3.4
KJ9,KG13,17,3.2
KJ10,KG13,16,3.0
KJ11,KG13,14,2.7
KJ12,KG13,12,2.4
KJ13,KG13,10,2.1
KJ14,KG13,9,2.1
KJ15,KG13,12,2.5
KJ16,KG13,14,2.7
KJ17,KG13,17,3.2
KJ18,KG13,18,3.2
KJ19,KG13,20,3.4
KJ20,KG13,24,3.9
KJ21,KG13,26,4.1
KJ22,KG13,29,4.1
KJ23,KG13,32,4.3
KJ24,KG13,34,4.5
KJ25,KG13,37,4.3
KJ26,KG13,39,4.4
KJ27,KG13,42,4.7
KJ28,KG13,43,4.9
KJ29,KG13,47,4.5
KJ30,KG13,49,4.6
KJ31,KG13,52,4.9
KJ32,KG13,53,5.0
KJ33,KG13,56,4.4
KJ34,KG13,58,4.5
KJ35,KG13,61,4.7
KJ36,KG13,64,4.8
KJ37,KG13,68,5.0
KG4,KG13,34,3.3
KG5,KG13,27,3.7
KG5A,KG13,22,3.3
KG6,KG13,20,3.1
KG7,KG13,16,3.0
KG8,KG13,14,2.7
KG9,KG13,12,2.6
KG10,KG13,10,2.2
KG12,KG13,7,1.8
KG12A,KG13,4,1.6
KG13,KG13,0,0.0
KG14,KG13,4,1.1
KG15,KG13,7,1.8
KG16,KG13,9,2.1
KG17,KG13,12,2.2
KG18A,KG13,15,2.5
KG20,KG13,18,2.8
KG21,KG13,25,2.8
KG22,KG13,28,3.0
KG23,KG13,31,3.3
KG24,KG13,34,3.5
KG25,KG13,36,3.3
KG26,KG13,37,3.5
KG27,KG13,39,3.3
KG28,KG13,41,3.5
KG29,KG13,43,3.7
KG30,KG13,46,3.8
KG31,KG13,49,3.2
KG33,KG13,50,3.5
KG34,KG13,54,3.6
KG35,KG13,56,3.7
KJ1,KG14,36,4.4
KJ2,KG14,33,4.2
KJ3,KG14,29,4.2
KJ4,KG14,27,4.0
KJ5,KG14,21,3.9
KJ6,KG14,19,3.7
KJ7,KG14,18,3.6
KJ8,KG14,17,3.4
KJ9,KG14,15,3.2
KJ10,KG14,14,3.0
KJ11,KG14,12,2.7
KJ12,KG14,10,2.4
KJ13,KG14,8,2.1
KJ14,KG14,7,1.9
KJ15,KG14,10,2.2
KJ16,KG14,12,2.5
KJ17,KG14,15,2.8
KJ18,KG14,16,3.0
KJ19,KG14,18,3.2
KJ20,KG14,22,3.7
KJ21,KG14,24,3.9
KJ22,KG14,27,3.8
KJ23,KG14,30,4.1
KJ24,KG14,32,4.2
KJ25,KG14,35,4.1
KJ26,KG14,37,4.2
KJ27,KG14,40,4.4
KJ28,KG14,41,4.7
KJ29,KG14,45,4.3
KJ30,KG14,47,4.4
KJ31,KG14,50,4.7
KJ32,KG14,51,4.8
KJ33,KG14,54,4.2
KJ34,KG14,56,4.3
KJ35,KG14,59,4.5
KJ36,KG14,62,4.6
KJ37,KG14,66,4.7
KG4,KG14,36,3.4
KG5,KG14,29,3.3
KG5A,KG14,24,3.5
KG6,KG14,22,3.3
KG7,KG14,18,3.2
KG8,KG14,16,2.9
KG9,KG14,14,2.8
KG10,KG14,12,2.5
KG12,KG14,9,2.1
KG12A,KG14,7,1.8
KG13,KG14,4,1.1
KG14,KG14,0,0.0
KG15,KG14,4,1.7
KG16,KG14,7,1.9
KG17,KG14,9,2.0
KG18A,KG14,12,2.3
KG20,KG14,15,2.6
KG21,KG14,18,2.6
KG22,KG14,25,2.8
KG23,KG14,28,3.1
KG24,KG14,31,3.3
KG25,KG14,34,3.1
KG26,KG14,36,3.4
KG27,KG14,37,3.7
KG28,KG14,39,3.3
KG29,KG14,41,3.5
KG30,KG14,43,3.6
KG31,KG14,46,3.1
KG33,KG14,49,3.4
KG34,KG14,50,3.5
KG35,KG14,54,3.6
KJ1,KG15,32,3.7
KJ2,KG15,29,3.5
KJ3,KG15,25,3.6
KJ4,KG15,23,3.4
KJ5,KG15,17,3.2
KJ6,KG15,15,3.0
KJ7,KG15,14,2.8
KJ8,KG15,13,2.6
KJ9,KG15,11,2.4
KJ10,KG15,10,2.2
KJ11,KG15,8,2.0
KJ12,KG15,6,1.8
KJ13,KG15,4,1.4
KJ14,KG15,3,1.2
KJ15,KG15,6,1.5
KJ16,KG15,8,1.8
KJ17,KG15,11,2.1
KJ18,KG15,12,2.2
KJ19,KG15,14,2.4
KJ20,KG15,18,3.0
KJ21,KG15,20,3.2
KJ22,KG15,23,3.1
KJ23,KG15,26,3.4
KJ24,KG15,28,3.6
KJ25,KG15,31,3.4
KJ26,KG15,33,3.5
KJ27,KG15,36,3.7
KJ28,KG15,37,4.0
KJ29,KG15,41,3.6
KJ30,KG15,43,3.7
KJ31,KG15,46,4.0
KJ32,KG15,47,4.1
KJ33,KG15,50,3.5
KJ34,KG15,52,3.6
KJ35,KG15,55,3.8
KJ36,KG15,58,3.9
KJ37,KG15,62,4.1
KG4,KG15,37,3.1
KG5,KG15,34,3.7
KG5A,KG15,29,3.4
KG6,KG15,27,3.8
KG7,KG15,23,3.3
KG8,KG15,21,3.1
KG9,KG15,19,3.2
KG10,KG15,17,2.9
KG12,KG15,11,2.8
KG12A,KG15,10,2.5
KG13,KG15,7,1.8
KG14,KG15,4,1.7
KG15,KG15,0,0.0
KG16,KG15,4,1.2
KG17,KG15,7,1.3
KG18A,KG15,9,1.6
KG20,KG15,12,1.9
KG21,KG15,15,2.1
KG22,KG15,18,2.3
KG23,KG15,25,2.7
KG24,KG15,28,2.7
KG25,KG15,31,3.0
KG26,KG15,34,3.3
KG27,KG15,36,3.2
KG28,KG15,37,3.4
KG29,KG15,39,3.7
KG30,KG15,41,3.2
KG31,KG15,43,3.5
KG33,KG15,46,3.1
KG34,KG15,49,3.2
KG35,KG15,50,3.3
KJ1,KG16,30,3.4
KJ2,KG16,27,3.2
KJ3,KG16,23,3.2
KJ4,KG16,21,3.0
KJ5,KG16,15,2.8
KJ6,KG16,13,2.6
KJ7,KG16,12,2.5
KJ8,KG16,11,2.3
KJ9,KG16,9,2.0
KJ10,KG16,8,1.9
KJ11,KG16,6,1.7
KJ12,KG16,4,1.4
KJ13,KG16,2,1.1
KJ14,KG16,1,0.8
KJ15,KG16,4,1.2
KJ16,KG16,6,1.5
KJ17,KG16,9,1.8
KJ18,KG16,10,1.9
KJ19,KG16,12,2.1
KJ20,KG16,16,2.6
KJ21,KG16,18,2.8
KJ22,KG16,21,2.8
KJ23,KG16,24,3.1
KJ24,KG16,26,3.2
KJ25,KG16,29,3.1
KJ26,KG16,31,3.2
KJ27,KG16,34,3.4
KJ28,KG16,35,3.7
KJ29,KG16,39,3.3
KJ30,KG16,41,3.4
KJ31,KG16,44,3.7
KJ32,KG16,45,3.8
KJ33,KG16,48,3.2
KJ34,KG16,50,3.3
KJ35,KG16,53,3.5
KJ36,KG16,56,3.6
KJ37,KG16,60,3.7
KG4,KG16,39,3.2
KG5,KG16,36,3.8
KG5A,KG16,31,3.5
KG6,KG16,29,3.4
KG7,KG16,25,3.5
KG8,KG16,23,3.3
KG9,KG16,21,3.4
KG10,KG16,19,3.1
KG12,KG16,15,2.8
KG12A,KG16,11,2.7
KG13,KG16,10,2.1
KG14,KG16,7,1.9
KG15,KG16,4,1.2
KG16,KG16,0,0.0
KG17,KG16,4,1.0
KG18A,KG16,7,1.3
KG20,KG16,9,1.7
KG21,KG16,12,1.8
KG22,KG16,15,2.1
KG23,KG16,18,2.5
KG24,KG16,25,2.7
KG25,KG16,28,2.8
KG26,KG16,31,3.0
KG27,KG16,34,3.5
KG28,KG16,36,3.3
KG29,KG16,37,3.5
KG30,KG16,39,3.6
KG31,KG16,41,3.3
KG33,KG16,43,3.7
KG34,KG16,46,3.8
KG35,KG16,49,3.2
KJ1,KG17,31,3.5
KJ2,KG17,28,3.6
KJ3,KG17,24,3.3
KJ4,KG17,22,3.1
KJ5,KG17,16,2.8
KJ6,KG17,14,2.6
KJ7,KG17,13,2.5
KJ8,KG17,12,2.3
KJ9,KG17,10,2.0
KJ10,KG17,9,1.9
KJ11,KG17,7,1.7
KJ12,KG17,5,1.4
KJ13,KG17,3,1.1
KJ14,KG17,2,1.0
KJ15,KG17,5,1.4
KJ16,KG17,7,1.7
KJ17,KG17,10,2.0
KJ18,KG17,11,2.0
KJ19,KG17,13,2.2
KJ20,KG17,17,2.8
KJ21,KG17,19,3.0
KJ22,KG17,22,3.0
KJ23,KG17,25,3.7
KJ24,KG17,27,3.4
KJ25,KG17,30,3.3
KJ26,KG17,32,3.4
KJ27,KG17,35,3.6
KJ28,KG17,36,3.8
KJ29,KG17,40,3.5
KJ30,KG17,42,3.6
KJ31,KG17,45,3.7
KJ32,KG17,46,3.9
KJ33,KG17,49,3.4
KJ34,KG17,51,3.5
KJ35,KG17,54,3.6
KJ36,KG17,57,3.8
KJ37,KG17,61,3.8
KG4,KG17,41,3.3
KG5,KG17,38,3.2
KG5A,KG17,33,3.6
KG6,KG17,31,3.4
KG7,KG17,27,3.6
KG8,KG17,25,3.4
KG9,KG17,23,3.1
KG10,KG17,21,3.2
KG12,KG17,19,2.9
KG12A,KG17,11,2.6
KG13,KG17,11,2.2
KG14,KG17,10,2.0
KG15,KG17,7,1.3
KG16,KG17,4,1.0
KG17,KG17,0,0.0
KG18A,KG17,4,1.1
KG20,KG17,7,1.5
KG21,KG17,9,1.8
KG22,KG17,12,1.9
KG23,KG17,15,2.3
KG24,KG17,18,2.5
KG25,KG17,25,2.6
KG26,KG17,28,2.9
KG27,KG17,31,3.3
KG28,KG17,34,3.2
KG29,KG17,36,3.4
KG30,KG17,37,3.5
KG31,KG17,39,3.8
KG33,KG17,41,3.6
KG34,KG17,43,3.7
KG35,KG17,46,3.2
KJ1,KG18A,34,3.8
KJ2,KG18A,31,3.9
KJ3,KG18A,27,3.6
KJ4,KG18A,25,3.4
KJ5,KG18A,19,3.2
KJ6,KG18A,17,2.9
KJ7,KG18A,16,2.8
KJ8,KG18A,15,2.6
KJ9,KG18A,13,2.3
KJ10,KG18A,12,2.2
KJ11,KG18A,10,2.0
KJ12,KG18A,8,1.7
KJ13,KG18A,6,1.4
KJ14,KG18A,5,1.3
KJ15,KG18A,8,1.7
KJ16,KG18A,10,2.0
KJ17,KG18A,13,2.3
KJ18,KG18A,14,2.3
KJ19,KG18A,16,2.5
KJ20,KG18A,20,3.1
KJ21,KG18A,22,3.3
KJ22,KG18A,25,3.3
KJ23,KG18A,28,3.5
KJ24,KG18A,30,3.7
KJ25,KG18A,33,3.5
KJ26,KG18A,35,3.7
KJ27,KG18A,38,3.9
KJ28,KG18A,39,4.1
KJ29,KG18A,43,3.8
KJ30,KG18A,45,3.9
KJ31,KG18A,48,4.1
KJ32,KG18A,49,4.2
KJ33,KG18A,52,3.7
KJ34,KG18A,54,3.8
KJ35,KG18A,57,3.9
KJ36,KG18A,60,4.1
KJ37,KG18A,64,4.1
KG4,KG18A,43,3.4
KG5,KG18A,40,3.3
KG5A,KG18A,35,3.7
KG6,KG18A,33,3.6
KG7,KG18A,30,3.2
KG8,KG18A,28,3.6
KG9,KG18A,25,3.3
KG10,KG18A,24,3.4
KG12,KG18A,21,3.1
KG12A,KG18A,16,2.8
KG13,KG18A,11,2.5
KG14,KG18A,11,2.3
KG15,KG18A,10,1.6
KG16,KG18A,7,1.3
KG17,KG18A,4,1.1
KG18A,KG18A,0,0.0
KG20,KG18A,4,1.2
KG21,KG18A,7,1.5
KG22,KG18A,9,1.8
KG23,KG18A,12,2.1
KG24,KG18A,15,2.3
KG25,KG18A,18,2.6
KG26,KG18A,25,2.7
KG27,KG18A,28,3.1
KG28,KG18A,31,3.4
KG29,KG18A,34,3.2
KG30,KG18A,36,3.3
KG31,KG18A,37,3.6
KG33,KG18A,39,3.5
KG34,KG18A,41,3.6
KG35,KG18A,43,3.8
KJ1,KG20,36,4.1
KJ2,KG20,33,4.3
KJ3,KG20,29,3.9
KJ4,KG20,27,3.7
KJ5,KG20,21,3.6
KJ6,KG20,19,3.4
KJ7,KG20,18,3.2
KJ8,KG20,17,2.9
KJ9,KG20,15,2.7
KJ10,KG20,14,2.6
KJ11,KG20,12,2.3
KJ12,KG20,10,2.1
KJ13,KG20,8,1.8
KJ14,KG20,7,1.7
KJ15,KG20,10,2.1
KJ16,KG20,12,2.3
KJ17,KG20,15,2.7
KJ18,KG20,16,2.7
KJ19,KG20,18,2.9
KJ20,KG20,22,3.5
KJ21,KG20,24,3.7
KJ22,KG20,27,3.7
KJ23,KG20,30,3.9
KJ24,KG20,32,4.1
KJ25,KG20,35,3.9
KJ26,KG20,37,4.0
KJ27,KG20,40,4.3
KJ28,KG20,41,4.5
KJ29,KG20,45,4.1
KJ30,KG20,47,4.2
KJ31,KG20,50,4.5
KJ32,KG20,51,4.6
KJ33,KG20,54,4.0
KJ34,KG20,56,4.1
KJ35,KG20,59,4.3
KJ36,KG20,62,4.4
KJ37,KG20,66,4.1
KG4,KG20,46,3.5
KG5,KG20,43,3.4
KG5A,KG20,38,3.2
KG6,KG20,36,3.8
KG7,KG20,32,3.4
KG8,KG20,30,3.8
KG9,KG20,28,3.5
KG10,KG20,26,3.2
KG12,KG20,23,3.4
KG12A,KG20,21,3.1
KG13,KG20,16,2.8
KG14,KG20,11,2.6
KG15,KG20,11,1.9
KG16,KG20,10,1.7
KG17,KG20,7,1.5
KG18A,KG20,4,1.2
KG20,KG20,0,0.0
KG21,KG20,4,1.1
KG22,KG20,7,1.4
KG23,KG20,9,1.8
KG24,KG20,12,1.9
KG25,KG20,15,2.3
KG26,KG20,18,2.7
KG27,KG20,25,2.9
KG28,KG20,28,3.1
KG29,KG20,31,3.4
KG30,KG20,34,3.1
KG31,KG20,36,3.4
KG33,KG20,37,3.3
KG34,KG20,39,3.4
KG35,KG20,41,3.6
KJ1,KG21,39,4.4
KJ2,KG21,36,4.6
KJ3,KG21,32,4.2
KJ4,KG21,30,4.0
KJ5,KG21,24,3.9
KJ6,KG21,22,3.6
KJ7,KG21,21,3.5
KJ8,KG21,20,3.3
KJ9,KG21,18,3.1
KJ10,KG21,17,2.9
KJ11,KG21,15,2.6
KJ12,KG21,13,2.4
KJ13,KG21,11,2.0
KJ14,KG21,10,1.8
KJ15,KG21,13,2.2
KJ16,KG21,15,2.5
KJ17,KG21,18,2.8
KJ18,KG21,19,3.0
KJ19,KG21,21,3.2
KJ20,KG21,25,3.7
KJ21,KG21,27,3.9
KJ22,KG21,30,3.8
KJ23,KG21,33,4.1
KJ24,KG21,35,4.2
KJ25,KG21,38,4.1
KJ26,KG21,40,4.2
KJ27,KG21,43,4.4
KJ28,KG21,44,4.7
KJ29,KG21,48,4.3
KJ30,KG21,50,4.4
KJ31,KG21,53,4.7
KJ32,KG21,54,4.8
KJ33,KG21,57,4.2
KJ34,KG21,59,4.3
KJ35,KG21,62,4.5
KJ36,KG21,65,4.6
KJ37,KG21,69,3.8
KG4,KG21,49,3.6
KG5,KG21,46,3.5
KG5A,KG21,41,3.3
KG6,KG21,39,3.2
KG7,KG21,35,3.6
KG8,KG21,33,3.4
KG9,KG21,31,3.7
KG10,KG21,29,3.4
KG12,KG21,25,3.1
KG12A,KG21,23,3.3
KG13,KG21,21,2.8
KG14,KG21,16,2.6
KG15,KG21,11,2.1
KG16,KG21,11,1.8
KG17,KG21,10,1.8
KG18A,KG21,7,1.5
KG20,KG21,4,1.1
KG21,KG21,0,0.0
KG22,KG21,4,1.1
KG23,KG21,7,1.5
KG24,KG21,9,1.8
KG25,KG21,12,2.1
KG26,KG21,15,2.4
KG27,KG21,18,2.6
KG28,KG21,25,2.9
KG29,KG21,28,3.2
KG30,KG21,31,3.3
KG31,KG21,34,3.2
KG33,KG21,36,3.7
KG34,KG21,37,3.3
KG35,KG21,39,3.4
KJ1,KG22,40,4.4
KJ2,KG22,37,4.6
KJ3,KG22,33,4.2
KJ4,KG22,31,4.0
KJ5,KG22,25,3.9
KJ6,KG22,23,3.7
KJ7,KG22,22,3.5
KJ8,KG22,21,3.3
KJ9,KG22,19,3.1
KJ10,KG22,18,2.9
KJ11,KG22,16,2.6
KJ12,KG22,14,2.4
KJ13,KG22,12,2.1
KJ14,KG22,11,2.1
KJ15,KG22,14,2.4
KJ16,KG22,16,2.7
KJ17,KG22,19,3.2
KJ18,KG22,20,3.2
KJ19,KG22,22,3.4
KJ20,KG22,26,3.9
KJ21,KG22,28,4.1
KJ22,KG22,31,4.0
KJ23,KG22,34,4.3
KJ24,KG22,36,4.5
KJ25,KG22,39,4.3
KJ26,KG22,41,4.4
KJ27,KG22,44,4.6
KJ28,KG22,45,4.9
KJ29,KG22,49,4.5
KJ30,KG22,51,4.6
KJ31,KG22,54,4.9
KJ32,KG22,55,5.0
KJ33,KG22,58,4.4
KJ34,KG22,60,4.5
KJ35,KG22,63,4.4
KJ36,KG22,66,4.0
KJ37,KG22,70,3.6
KG4,KG22,50,3.7
KG5,KG22,47,3.6
KG5A,KG22,44,3.4
KG6,KG22,40,3.3
KG7,KG22,36,3.7
KG8,KG22,34,3.5
KG9,KG22,32,3.2
KG10,KG22,30,3.6
KG12,KG22,28,3.3
KG12A,KG22,25,3.1
KG13,KG22,23,3.0
KG14,KG22,21,2.8
KG15,KG22,16,2.3
KG16,KG22,11,2.1
KG17,KG22,11,1.9
KG18A,KG22,10,1.8
KG20,KG22,7,1.4
KG21,KG22,4,1.1
KG22,KG22,0,0.0
KG23,KG22,4,1.3
KG24,KG22,7,1.5
KG25,KG22,9,1.8
KG26,KG22,12,2.2
KG27,KG22,15,2.7
KG28,KG22,18,2.7
KG29,KG22,25,3.0
KG30,KG22,28,3.2
KG31,KG22,31,3.1
KG33,KG22,34,3.6
KG34,KG22,36,3.7
KG35,KG22,37,3.3
KJ1,KG23,44,4.9
KJ2,KG23,41,5.1
KJ3,KG23,37,4.7
KJ4,KG23,35,4.5
KJ5,KG23,29,4.3
KJ6,KG23,27,4.1
KJ7,KG23,26,4.0
KJ8,KG23,25,3.8
KJ9,KG23,23,3.6
KJ10,KG23,22,3.5
KJ11,KG23,20,3.2
KJ12,KG23,18,2.8
KJ13,KG23,16,2.5
KJ14,KG23,15,2.5
KJ15,KG23,18,2.8
KJ16,KG23,20,3.2
KJ17,KG23,23,3.5
KJ18,KG23,24,3.6
KJ19,KG23,26,3.8
KJ20,KG23,30,4.3
KJ21,KG23,32,4.5
KJ22,KG23,35,4.4
KJ23,KG23,38,4.7
KJ24,KG23,40,4.9
KJ25,KG23,43,4.7
KJ26,KG23,45,4.8
KJ27,KG23,48,5.0
KJ28,KG23,49,5.3
KJ29,KG23,53,4.9
KJ30,KG23,55,5.0
KJ31,KG23,58,5.3
KJ32,KG23,59,5.4
KJ33,KG23,62,4.8
KJ34,KG23,64,4.9
KJ35,KG23,67,4.8
KJ36,KG23,70,4.5
KJ37,KG23,74,4.0
KG4,KG23,54,3.9
KG5,KG23,51,3.8
KG5A,KG23,46,3.5
KG6,KG23,44,3.4
KG7,KG23,40,3.2
KG8,KG23,38,3.7
KG9,KG23,36,3.5
KG10,KG23,34,3.3
KG12,KG23,30,3.6
KG12A,KG23,28,3.3
KG13,KG23,25,3.3
KG14,KG23,23,3.1
KG15,KG23,21,2.7
KG16,KG23,16,2.5
KG17,KG23,11,2.3
KG18A,KG23,11,2.1
KG20,KG23,10,1.8
